7 1000 771
7 2000 533
7 3000 532
7 4000 532
7 5000 532
7 6000 532
7 7000 533
7 8000 533
7 9000 534
7 10000 535
7 11000 533
7 12000 535
7 13000 530
7 14000 528
7 15000 529
7 16000 529
7 17000 530
7 18000 528
7 19000 531
7 20000 532
7 21000 529
7 22000 530
7 23000 529
7 24000 531
7 25000 532
7 26000 528
7 27000 528
7 28000 529
7 29000 528
7 30000 531
7 31000 528
7 32000 527
7 33000 528
7 34000 529
7 35000 528
7 36000 528
7 37000 530
7 38000 529
7 39000 529
7 40000 532
7 41000 528
7 42000 530
7 43000 530
7 44000 530
7 45000 529
7 46000 542
7 47000 535
7 48000 530
7 49000 527
7 50000 531
